user_id,anime_id,rating,genre,type,genre_encoded,type_encoded
23221,7472,10,"Action, Comedy, Historical, Parody, Samurai, Sci-Fi, Shounen",Movie,162,0
19764,15225,9,"Comedy, Harem, Romance, School, Seinen, Supernatural",TV,645,5
29215,4107,10,"Action, Comedy, Mecha",Movie,171,0
46733,11235,9,"Comedy, Romance, School, Slice of Life",TV,707,5
59419,2530,7,"Hentai, Yuri",OVA,897,3
51021,10620,7,"Action, Mystery, Psychological, Shounen, Supernatural, Thriller",TV,348,5
17221,121,10,"Action, Adventure, Comedy, Drama, Fantasy, Magic, Military, Shounen",TV,7,5
15340,26243,6,"Action, Drama, Shounen, Supernatural, Vampire",TV,256,5
8115,18041,8,"Action, Comedy, Drama, Magic, Seinen",TV,127,5
24690,3457,9,"Drama, Mystery, Romance, Shoujo, Supernatural, Vampire",TV,822,5
23454,232,8,"Adventure, Comedy, Drama, Fantasy, Magic, Romance, School, Shoujo",TV,390,5
10882,1192,7,"Horror, Psychological, Supernatural",Movie,910,0
8228,5998,10,Fantasy,Movie,866,0
63169,1575,8,"Action, Mecha, Military, School, Sci-Fi, Super Power",TV,324,5
22831,16199,7,"Military, School",Special,921,4
64293,8074,9,"Action, Ecchi, Horror, Supernatural",TV,265,5
6167,514,3,"Drama, Horror, Magic, Psychological, Romance, Supernatural",OVA,800,3
61641,721,8,"Comedy, Fantasy, Magic, Romance",TV,626,5
56487,14741,9,"Comedy, Drama, Romance, School, Slice of Life",TV,539,5
45041,30,9,"Action, Dementia, Drama, Mecha, Psychological, Sci-Fi",TV,202,5
12954,459,7,"Action, Adventure, Comedy, Fantasy, Shounen, Super Power",Movie,34,0
47457,16417,8,"Comedy, Slice of Life",TV,751,5
55316,1594,10,"Horror, Mystery, Psychological, Supernatural",TV,902,5
25143,81,9,"Adventure, Drama, Mecha, Military, Romance, Sci-Fi",OVA,450,3
18975,26243,9,"Action, Drama, Shounen, Supernatural, Vampire",TV,256,5
64126,11933,9,"Comedy, Historical, Romance",TV,655,5
68286,9919,10,"Action, Demons, Fantasy, Shounen, Supernatural",TV,207,5
35010,22535,9,"Action, Drama, Horror, Psychological, Sci-Fi, Seinen",TV,229,5
67478,15323,8,"Action, Adventure, Comedy, Drama, Fantasy, Shounen, Super Power",Special,9,4
55135,22297,9,"Action, Fantasy, Magic, Shounen, Supernatural",TV,281,5
63057,23755,9,"Action, Adventure, Ecchi, Fantasy, Shounen, Supernatural",TV,72,5
56820,252,7,"Drama, Magic, Military, Mystery, Psychological, Shounen, Supernatural",TV,805,5
44661,15225,8,"Comedy, Harem, Romance, School, Seinen, Supernatural",TV,645,5
38681,14345,7,"Action, Psychological, Sci-Fi, Seinen",TV,360,5
50000,4107,9,"Action, Comedy, Mecha",Movie,171,0
40298,9515,6,"Comedy, Ecchi, Supernatural",OVA,620,3
53698,10834,6,"Comedy, Romance, School, Super Power",Special,709,4
40280,3493,4,Adventure,TV,379,5
60673,6574,9,"Comedy, Seinen, Slice of Life",TV,744,5
67749,17265,8,"Action, Adventure, Fantasy, Game, Magic, Shounen",TV,74,5
43198,15487,6,"Comedy, School, Shounen, Sports",Special,732,4
16515,15085,9,"Fantasy, Josei, Mystery, Romance",TV,873,5
71658,13403,10,"Comedy, Shounen, Supernatural",Special,750,4
59538,238,7,"Action, Adventure, Martial Arts, Shounen, Super Power",TV,102,5
32068,199,9,"Adventure, Drama, Supernatural",Movie,458,0
16665,836,5,"Comedy, Drama, Harem, Romance, Slice of Life",TV,517,5
60739,1731,7,"Action, Adventure, Fantasy, Magic, Martial Arts, Shounen",OVA,81,3
56893,10202,7,"Action, Adventure, Comedy, Kids, Super Power",OVA,40,3
32141,5114,9,"Action, Adventure, Drama, Fantasy, Magic, Military, Shounen",TV,59,5
73501,168,7,"Action, Adventure, Drama, Sci-Fi, Super Power",TV,69,5
41573,371,8,"Comedy, Drama, Fantasy, Magic, Shoujo",Movie,512,0
34391,5914,7,"Comedy, Ecchi, Shoujo Ai, Slice of Life",TV,618,5
45169,4186,5,"Action, Adventure, Fantasy, School, Sci-Fi",TV,89,5
72317,23251,8,"Comedy, Shounen, Supernatural",TV,750,5
59396,165,8,"Action, Drama, Mecha, Music, Mystery, Psychological, Romance, Sci-Fi",TV,239,5
31410,1519,7,"Action, Seinen",TV,370,5
22491,2034,7,"Comedy, Romance, Shoujo",TV,715,5
16135,10928,8,"Comedy, Romance",OVA,697,3
36582,223,10,"Adventure, Comedy, Fantasy, Martial Arts, Shounen, Super Power",TV,412,5
70235,527,9,"Action, Adventure, Comedy, Fantasy, Kids",TV,23,5
69439,2034,8,"Comedy, Romance, Shoujo",TV,715,5
12747,641,7,"Comedy, Ecchi, Romance, Shounen",Special,606,4
24168,21327,10,"Comedy, School, Shounen, Slice of Life",TV,731,5
8600,4224,8,"Comedy, Romance, School, Slice of Life",TV,707,5
22501,7674,9,"Comedy, Romance, Shounen",TV,716,5
4324,32681,8,"Action, Adventure, Comedy, Space",TV,48,5
69802,2403,7,"Comedy, Ecchi, School",TV,610,5
10075,10721,5,"Comedy, Drama, Mystery, Psychological",TV,528,5
16938,10790,7,"Action, Comedy, Ecchi, Harem, Magic, Supernatural",TV,139,5
2290,995,9,"Action, Comedy, Shounen, Sports",OVA,197,3
13235,121,10,"Action, Adventure, Comedy, Drama, Fantasy, Magic, Military, Shounen",TV,7,5
51428,5420,8,"Drama, Fantasy",TV,768,5
57620,3298,8,"Adventure, Comedy, Drama, Fantasy, Romance, Shoujo",TV,393,5
49221,2927,5,"Drama, Romance, School",TV,830,5
23702,853,7,"Comedy, Harem, Romance, School, Shoujo",TV,646,5
52068,4789,8,"Drama, Mystery, Romance, Supernatural",TV,823,5
5934,3467,7,"Comedy, Romance",TV,697,5
29100,31043,10,"Mystery, Psychological, Seinen, Supernatural",TV,930,5
24171,6747,7,"Action, Supernatural, Vampire",TV,378,5
24851,51,6,"Action, Drama, Romance, Shoujo, Supernatural",OVA,249,3
954,31280,9,"Game, Psychological",Movie,886,0
1634,237,8,"Adventure, Drama, Mecha, Romance, Sci-Fi",TV,451,5
5543,705,7,"Adventure, Comedy, Magic, Sci-Fi",Movie,423,0
9367,482,7,"Action, Comedy, Fantasy, Game, Shounen",TV,150,5
60416,849,10,"Comedy, Mystery, Parody, School, Sci-Fi, Slice of Life",TV,680,5
22868,9253,8,"Sci-Fi, Thriller",TV,957,5
60081,101,8,"Drama, Romance, Slice of Life, Supernatural",TV,844,5
45909,30296,6,"Action, Ecchi, Fantasy, Romance, School",TV,257,5
34972,27991,7,"Action, Super Power, Supernatural",TV,375,5
5131,2158,8,"Action, Drama, Military, Sci-Fi, Space",TV,244,5
9380,10620,10,"Action, Mystery, Psychological, Shounen, Supernatural, Thriller",TV,348,5
23326,2593,7,"Action, Mystery, Supernatural, Thriller",Movie,357,0
32919,18393,9,"Action, Adventure, Comedy, Fantasy, Magic, Shounen",OVA,25,3
27532,1303,9,"Action, Drama, Sci-Fi",OVA,251,3
33216,9330,7,"Action, Magic, Romance, School, Seinen, Supernatural",TV,318,5
30125,8937,8,"Action, Magic, Sci-Fi, Super Power",TV,319,5
53698,11235,6,"Comedy, Romance, School, Slice of Life",TV,707,5
1058,3455,10,"Comedy, Ecchi, Harem, Romance, School, Sci-Fi",TV,579,5
42136,2236,10,"Adventure, Drama, Romance, Sci-Fi",Movie,454,0
45885,770,7,"Drama, Sci-Fi",OVA,851,3
35147,7593,8,"Comedy, Ecchi, Harem, Romance, School, Seinen",TV,581,5
34325,9617,9,"Comedy, Music, Slice of Life",Movie,677,0
47717,2126,7,"Action, Adventure, Comedy, Shounen, Supernatural",OVA,47,3
18777,199,9,"Adventure, Drama, Supernatural",Movie,458,0
35707,23283,9,"Psychological, Thriller",TV,941,5
1835,6704,5,"Action, Adventure, Ecchi, Fantasy",Special,71,4
46048,317,8,"Action, Fantasy, Super Power",Movie,289,0
23972,10161,7,"Action, Sci-Fi",TV,365,5
35505,11061,9,"Action, Adventure, Shounen, Super Power",TV,111,5
41337,6007,7,"Fantasy, Historical, Romance",OVA,870,3
8703,857,7,"Action, Comedy, Ecchi, Shounen, Sports",TV,147,5
7143,1292,4,"Action, Adventure, Samurai",TV,107,5
4064,30795,5,"Comedy, Seinen, Slice of Life",TV,744,5
7776,149,3,"Action, Drama, Fantasy, Mystery, Romance, Shoujo, Shounen Ai, Supernatural",TV,215,5
60082,404,8,"Action, Adventure, Comedy, Ecchi, Fantasy, Seinen",OVA,19,3
41758,2904,10,"Action, Drama, Mecha, Military, Sci-Fi, Super Power",TV,238,5
38184,1889,9,"Mystery, Psychological, Supernatural, Thriller",TV,931,5
65721,3167,9,"Sci-Fi, Slice of Life",ONA,956,2
58795,2175,8,"Adventure, Drama, Fantasy",Movie,439,0
35371,15451,7,"Action, Comedy, Demons, Ecchi, Harem, Romance, School",TV,119,5
59761,1575,6,"Action, Mecha, Military, School, Sci-Fi, Super Power",TV,324,5
5930,232,9,"Adventure, Comedy, Drama, Fantasy, Magic, Romance, School, Shoujo",TV,390,5
10463,5526,6,"Comedy, Fantasy, Kids",Movie,625,0
64542,1487,5,"Adventure, Comedy, Fantasy, Game, Magic, Sci-Fi",Special,403,4
53198,13115,7,"Action, Drama, Historical, Josei, Samurai, Supernatural",TV,222,5
14679,3956,4,"Comedy, Parody",Special,687,4
46055,896,10,"Adventure, Comedy, Fantasy, Sci-Fi, Shounen",Movie,415,0
43812,30250,10,"Action, Ecchi, School, Shounen",OVA,270,3
19237,13759,10,"Comedy, Drama, Romance, School, Slice of Life",TV,539,5
31794,10573,7,"Shounen, Sports",OVA,958,3
53403,6213,10,"Action, Sci-Fi, Super Power",TV,369,5
17088,16417,7,"Comedy, Slice of Life",TV,751,5
26577,186,9,"Action, Cars, Drama, Seinen, Sports",TV,116,5
26162,245,10,"Comedy, Drama, School, Shounen, Slice of Life",TV,549,5
4437,24687,7,"Adventure, Fantasy, Historical, Mystery, Seinen, Slice of Life, Supernatural",Special,464,4
57557,1050,5,"Adventure, Comedy, Sci-Fi, Shounen",TV,430,5
51098,68,8,"Adventure, Comedy, Sci-Fi, Shounen, Super Power",TV,431,5
23743,1007,8,"Comedy, Martial Arts, Romance, Shounen",OVA,669,3
64269,1231,4,"Action, Adventure, Comedy, Harem, Mecha, Sci-Fi",TV,37,5
45184,25879,10,"Comedy, Romance, Slice of Life",TV,720,5
65147,9041,7,"Action, Comedy, Harem, Mecha, Sci-Fi",TV,160,5
14557,24703,9,"Action, Comedy, Demons, Ecchi, Harem, Romance, School",TV,119,5
11499,11441,4,"Action, Drama, Historical, Samurai, Shounen",OVA,224,3
17119,31442,7,"Action, Comedy, Fantasy, Slice of Life, Supernatural",TV,159,5
51269,1569,7,"Comedy, Drama, Romance, School",TV,534,5
28453,2035,7,"Drama, Historical, Romance, Seinen, Slice of Life",TV,796,5
12005,10790,7,"Action, Comedy, Ecchi, Harem, Magic, Supernatural",TV,139,5
21622,889,8,"Action, Seinen",TV,370,5
64606,2889,7,"Action, Adventure, Shounen, Supernatural",Movie,112,0
8428,776,6,"Comedy, Drama, Romance, Shounen, Slice of Life",TV,546,5
57502,856,10,"Action, Drama, Fantasy, Sci-Fi",TV,218,5
57143,13939,9,"Action, Game, Romance, School, Sci-Fi",OVA,293,3
48482,4059,10,"Drama, Romance, School, Slice of Life",Special,836,4
42867,11757,5,"Action, Adventure, Fantasy, Game, Romance",TV,75,5
45872,3901,7,"Action, Comedy, Historical, Mystery, Seinen, Supernatural",Special,161,4
39909,13429,8,Sci-Fi,Special,954,4
72403,12859,10,"Action, Adventure, Comedy, Drama, Fantasy, Shounen",Movie,8,0
35037,7337,10,"Comedy, Historical, Parody",Movie,654,0
29349,5355,6,"Action, Historical, Martial Arts, Samurai, Super Power",TV,297,5
32063,10110,7,"Comedy, Ecchi, Harem, Romance, School",TV,578,5
26115,20057,7,"Comedy, Sci-Fi, Space",TV,742,5
48215,11013,10,"Comedy, Romance, Shounen, Supernatural",TV,719,5
18588,15225,10,"Comedy, Harem, Romance, School, Seinen, Supernatural",TV,645,5
39178,11757,8,"Action, Adventure, Fantasy, Game, Romance",TV,75,5
18399,22199,9,"Action, Adventure, Fantasy",TV,73,5
39090,20517,6,"Comedy, Drama, Romance, School, Slice of Life, Supernatural",Special,540,4
43625,9925,9,School,Special,952,4
12454,26055,8,"Action, Adventure, Drama, Shounen, Supernatural",TV,70,5
7219,834,7,"Adventure, Comedy, Drama, Fantasy, Shounen, Supernatural",Special,395,4
47612,3407,8,"Action, Sci-Fi",TV,365,5
53864,30355,8,"Comedy, School, Slice of Life",TV,733,5
54898,18799,6,"Action, Music, Seinen, Supernatural",Music,347,1
18060,20787,7,"Action, Mystery, Sci-Fi, Seinen",TV,350,5
1078,449,7,"Adventure, Comedy, Demons, Drama, Historical, Romance, Shounen, Supernatural",Movie,382,0
58967,6444,8,"Adventure, Fantasy, Shounen, Supernatural",TV,475,5
47618,534,9,"Adventure, Comedy, Demons, Fantasy, Magic",TV,383,5
57960,513,8,"Adventure, Fantasy, Romance, Sci-Fi",Movie,472,0
71633,72,10,"Action, Comedy, School",TV,186,5
23794,4382,9,"Comedy, Mystery, Parody, Romance, School, Sci-Fi, Slice of Life",TV,679,5
73012,10087,8,"Action, Fantasy, Supernatural",TV,290,5
42334,14741,9,"Comedy, Drama, Romance, School, Slice of Life",TV,539,5
7325,3784,8,"Action, Mecha, Sci-Fi",Movie,337,0
39712,5958,9,"Comedy, Ecchi, Harem, Romance, Sci-Fi, Shounen, Supernatural",TV,586,5
16131,2904,9,"Action, Drama, Mecha, Military, Sci-Fi, Super Power",TV,238,5
70103,19,7,"Drama, Horror, Mystery, Police, Psychological, Seinen, Thriller",TV,801,5
51400,120,9,"Comedy, Drama, Fantasy, Romance, Shoujo, Slice of Life",TV,513,5
8336,855,8,"Drama, Romance, School, Shoujo Ai",TV,833,5
14994,33028,9,"Action, Horror, Mystery, Psychological",TV,307,5
69103,32013,7,"Comedy, School, Slice of Life",TV,733,5
47786,74,9,"Comedy, Magic, School, Shoujo",TV,666,5
39695,894,6,"Adventure, Comedy, Fantasy, Sci-Fi, Shounen",Movie,415,0
28627,2924,7,"Drama, Mystery, Romance",TV,821,5
72465,10418,7,"Action, Horror, Sci-Fi",OVA,311,3
23784,9834,7,"Comedy, Sci-Fi, Shounen",TV,739,5
22123,2787,7,"Action, Drama, Fantasy, Romance, School, Supernatural",TV,216,5
14090,68,8,"Adventure, Comedy, Sci-Fi, Shounen, Super Power",TV,431,5
13052,1080,9,"Action, Drama, Military, Psychological, Sci-Fi, Space",OVA,242,3
48628,226,10,"Action, Drama, Horror, Psychological, Romance, Seinen, Supernatural",TV,228,5
43641,10163,8,"Action, Mystery, Super Power, Thriller",TV,355,5
3657,1078,9,Comedy,Movie,489,0
24581,339,8,"Dementia, Drama, Mystery, Psychological, Sci-Fi, Supernatural",TV,757,5
42905,27601,8,"Comedy, Drama, Romance, School, Slice of Life",Special,539,4
19930,528,9,"Action, Adventure, Comedy, Drama, Fantasy, Kids",Movie,6,0
5053,9201,6,"Action, Comedy, Ecchi, Shounen, Sports",OVA,147,3
7824,1495,7,"Drama, Sci-Fi, Space",OVA,853,3
71821,3225,8,"Comedy, School, Slice of Life",TV,733,5
63739,12467,8,"Ecchi, Romance, School, Seinen",TV,863,5
5025,2144,8,"Action, Adventure",Movie,1,0
17660,24919,6,"Action, Sci-Fi, Seinen",Movie,366,0
60463,264,9,"Comedy, Shounen, Sports",Special,749,4
69177,5060,8,"Comedy, Historical, Parody",ONA,654,2
68839,12729,5,"Comedy, Demons, Ecchi, Romance, School",OVA,492,3
57657,9834,9,"Comedy, Sci-Fi, Shounen",TV,739,5
70161,8074,6,"Action, Ecchi, Horror, Supernatural",TV,265,5
50014,358,7,"Drama, Romance, Sci-Fi",OVA,838,3
7045,107,9,"Adventure, Comedy, Fantasy, Sci-Fi, Shounen",TV,415,5
28183,2104,7,"Comedy, Parody, Romance, School",TV,689,5
13984,2595,4,"Drama, Ecchi, Romance, School",TV,767,5
24517,5958,9,"Comedy, Ecchi, Harem, Romance, Sci-Fi, Shounen, Supernatural",TV,586,5
54868,10638,8,"Comedy, Sci-Fi, Seinen",Special,738,4
7012,225,6,"Action, Adventure, Comedy, Fantasy, Magic, Sci-Fi, Shounen, Super Power",TV,24,5
4276,13851,8,"Comedy, Ecchi, Harem, Romance, School, Sci-Fi, Shounen",OVA,580,3
54452,10396,6,"Action, Comedy, Martial Arts",TV,166,5
21268,408,5,"Action, Adventure, Drama, Fantasy, Sci-Fi",OVA,62,3
71901,1195,6,"Action, Adventure, Comedy, Ecchi, Fantasy, Harem, Magic, Romance, School",TV,18,5
51021,1,9,"Action, Adventure, Comedy, Drama, Sci-Fi, Space",TV,14,5
46659,15699,8,"Comedy, Parody, Sci-Fi",TV,694,5
73276,30307,7,"Comedy, Ecchi, Fantasy, Harem, Romance, Seinen",TV,568,5
57462,4038,7,"Action, Comedy, Shounen, Supernatural",TV,199,5
29514,10444,8,"Action, Adventure, Comedy, Fantasy, Shounen",TV,33,5
1396,565,9,"Action, Adventure, Drama, Historical, Military, Sci-Fi",Movie,64,0
38672,899,8,"Adventure, Comedy, Fantasy, Sci-Fi, Shounen",Movie,415,0
15533,21855,8,"Comedy, Mystery, Supernatural",TV,686,5
15135,28223,8,"Drama, Game, Mystery, Psychological, Thriller",TV,783,5
67798,9181,10,"Comedy, Ecchi, Harem, School, Sci-Fi, Shounen",TV,590,5
19104,10800,9,"Drama, Game, Josei, Slice of Life, Sports",TV,782,5
18030,10800,10,"Drama, Game, Josei, Slice of Life, Sports",TV,782,5
7729,4282,9,"Action, Drama, Mystery, Romance, Supernatural, Thriller",Movie,246,0
17013,9041,6,"Action, Comedy, Harem, Mecha, Sci-Fi",TV,160,5
51418,254,10,"Comedy, Slice of Life",OVA,751,3
44094,24075,9,"Adventure, Mystery, School, Sci-Fi, Super Power, Supernatural",TV,483,5
32236,8525,8,"Comedy, Harem, Romance, Shounen, Supernatural",TV,651,5
7225,513,9,"Adventure, Fantasy, Romance, Sci-Fi",Movie,472,0
35664,24765,8,"Horror, Mystery, Psychological, School, Slice of Life",TV,901,5
37319,22319,7,"Action, Drama, Horror, Mystery, Psychological, Seinen, Supernatural",TV,227,5
66005,21939,9,"Adventure, Fantasy, Historical, Mystery, Seinen, Slice of Life, Supernatural",TV,464,5
49208,72,9,"Action, Comedy, School",TV,186,5
32584,10162,8,"Josei, Slice of Life",TV,911,5
34843,6033,10,"Action, Adventure, Comedy, Fantasy, Martial Arts, Shounen, Super Power",TV,27,5
36059,13659,8,"Comedy, Seinen, Slice of Life",TV,744,5
15715,22147,5,"Comedy, Magic",TV,662,5
57964,3358,7,"Comedy, Drama, Martial Arts",TV,524,5
29612,63,7,"Comedy, Ecchi, Harem, Romance, Sci-Fi",TV,585,5
24631,513,10,"Adventure, Fantasy, Romance, Sci-Fi",Movie,472,0
15398,157,9,"Comedy, Ecchi, Fantasy, Harem, Magic, Romance, School, Shounen, Super Power, Supernatural",TV,562,5
54420,185,7,"Action, Cars, Drama, Seinen, Sports",TV,116,5
5527,5772,7,"Comedy, Ecchi, Harem, Romance",Special,577,4
65206,10165,8,"Comedy, School, Slice of Life",TV,733,5
8002,210,6,"Comedy, Fantasy, Martial Arts, Slice of Life",TV,627,5
61388,5681,8,"Comedy, Sci-Fi",Movie,737,0
71014,392,9,"Action, Comedy, Demons, Fantasy, Martial Arts, School, Shounen",TV,122,5
36655,3470,8,"Comedy, Romance, School, Shoujo",TV,702,5
73416,356,10,"Action, Fantasy, Magic, Romance, Supernatural",TV,280,5
47832,9989,9,"Drama, Slice of Life, Supernatural",TV,855,5
3286,14921,8,"Fantasy, Magic",TV,876,5
62250,317,7,"Action, Fantasy, Super Power",Movie,289,0
57768,21995,8,"Comedy, Drama, Romance, School, Shoujo, Slice of Life",TV,537,5
58216,32282,8,"Ecchi, School, Shounen",TV,864,5
27157,3265,7,"Comedy, Magic, Romance, Shoujo",Special,665,4
60310,5152,10,"Action, Adventure, Comedy, Fantasy",Special,22,4
55616,8915,7,"Action, Historical, Mystery, Supernatural",TV,300,5
52956,2251,8,"Action, Comedy, Historical, Mystery, Seinen, Supernatural",TV,161,5
6036,861,9,"Comedy, Drama, Mystery, Psychological, Supernatural",TV,529,5
39820,5958,9,"Comedy, Ecchi, Harem, Romance, Sci-Fi, Shounen, Supernatural",TV,586,5
37033,2904,7,"Action, Drama, Mecha, Military, Sci-Fi, Super Power",TV,238,5
33452,15059,8,"Action, Cars, Drama, Seinen, Sports",TV,116,5
1473,16894,10,"Comedy, School, Shounen, Sports",TV,732,5
10104,10302,7,"Action, Comedy, Fantasy, Kids",Special,151,4
14805,29093,7,Drama,Special,764,4
46731,3470,8,"Comedy, Romance, School, Shoujo",TV,702,5
6417,4415,9,"Adventure, Fantasy",TV,461,5
49471,9202,7,"Action, Ecchi, Seinen, Super Power, Supernatural",OVA,271,3
51506,89,7,"Drama, Mecha, Military, Sci-Fi, Space",TV,808,5
47456,8068,8,"Demons, Supernatural",Special,763,4
50265,68,8,"Adventure, Comedy, Sci-Fi, Shounen, Super Power",TV,431,5
14925,9936,6,"Action, Ecchi, Harem, Martial Arts, School, Super Power",TV,261,5
73031,8074,6,"Action, Ecchi, Horror, Supernatural",TV,265,5
50896,578,9,"Drama, Historical",Movie,790,0
37607,777,10,"Action, Horror, Military, Seinen, Supernatural, Vampire",OVA,306,3
66112,6862,10,"Comedy, Music, School, Slice of Life",Special,675,4
42466,18245,9,"Drama, Music, Romance, Slice of Life",TV,817,5
65745,1074,4,"Adventure, Comedy, Game, Shounen",OVA,418,3
35036,412,10,"Comedy, Ecchi, Slice of Life",TV,619,5
20290,13331,9,"Action, Adventure, Seinen",TV,109,5
42888,3467,10,"Comedy, Romance",TV,697,5
33055,3673,8,"Action, Adventure, Mystery",TV,106,5
46141,10495,8,"Comedy, School, Shoujo Ai, Slice of Life",TV,729,5
32225,2963,6,"Comedy, School, Slice of Life",TV,733,5
3315,11013,8,"Comedy, Romance, Shounen, Supernatural",TV,719,5
23146,10418,7,"Action, Horror, Sci-Fi",OVA,311,3
47421,10119,7,"Comedy, School, Shounen, Slice of Life",OVA,731,3
25920,9253,10,"Sci-Fi, Thriller",TV,957,5
38423,23283,10,"Psychological, Thriller",TV,941,5
4715,9181,6,"Comedy, Ecchi, Harem, School, Sci-Fi, Shounen",TV,590,5
